Word/Token,Frequency Count,LEXI System Classification,Target Suggestion
maggie,1,Pure Typo Candidate,waggie
documenttable,1,Pure Typo Candidate,documental
algoritma,1,Pure Typo Candidate,algorithm
monkeys,1,Pure Typo Candidate,monkey
foufou,1,Pure Typo Candidate,froufrou
toutou,1,Pure Typo Candidate,houtou
gincontext,3,Pure Typo Candidate,context
gindefault,2,Pure Typo Candidate,findfault
viewuser,1,Pure Typo Candidate,viewster
coutnumi,1,Pure Typo Candidate,coutumier
maxwill,1,Pure Typo Candidate,maxwell
sprovid,1,Pure Typo Candidate,sporoid
beinning,1,Pure Typo Candidate,beginning
cfile,1,Pure Typo Candidate,file
imij,1,Pure Typo Candidate,imi
kthen,1,Pure Typo Candidate,then
alnew,1,Pure Typo Candidate,anew
thie,1,Pure Typo Candidate,thine
ifthen,1,Pure Typo Candidate,withen
pasteseason,1,Pure Typo Candidate,postseason
objectx,1,Pure Typo Candidate,object
agorithm,1,Pure Typo Candidate,algorithm
implementatiton,1,Pure Typo Candidate,implementation
tabdescription,1,Pure Typo Candidate,description
pcie,2,Pure Typo Candidate,pie
modulable,1,Pure Typo Candidate,moldable
markups,1,Pure Typo Candidate,markup
sevice,1,Pure Typo Candidate,service
mahesh,1,Pure Typo Candidate,mathes
ioncontent,2,Pure Typo Candidate,noncontent
applets,1,Pure Typo Candidate,sapples
capabilites,1,Pure Typo Candidate,capability
ruglare,1,Pure Typo Candidate,glare
expermetion,1,Pure Typo Candidate,permeation
writev,2,Pure Typo Candidate,write
recognitions,1,Pure Typo Candidate,recognition
avlable,1,Pure Typo Candidate,available
pinify,1,Pure Typo Candidate,pinkify
kindline,1,Pure Typo Candidate,kindliness
axtime,1,Pure Typo Candidate,saxtie
axisy,1,Pure Typo Candidate,axis
horizontaland,1,Pure Typo Candidate,horizontal
wbuff,1,Pure Typo Candidate,buff
rean,2,Pure Typo Candidate,retan
trims,1,Pure Typo Candidate,trim
lefover,1,Pure Typo Candidate,leftover
silencing,1,Pure Typo Candidate,sirening
hammerjs,1,Pure Typo Candidate,hammer
errow,1,Pure Typo Candidate,merrow
corestring,1,Pure Typo Candidate,restring
titile,1,Pure Typo Candidate,title
underestanding,1,Pure Typo Candidate,understanding
iotag,1,Pure Typo Candidate,iota
firelog,1,Pure Typo Candidate,firedog
diced,1,Pure Typo Candidate,iced
figuer,2,Pure Typo Candidate,figurer
bastian,1,Pure Typo Candidate,Sebastian
negetive,1,Pure Typo Candidate,neglective
urotatable,1,Pure Typo Candidate,rotatable
uchrome,2,Pure Typo Candidate,euchrome
uplatform,1,Pure Typo Candidate,platform
umac,1,Pure Typo Candidate,sumac
uversion,1,Pure Typo Candidate,version
unormal,1,Pure Typo Candidate,unnormal
resultab,1,Pure Typo Candidate,result
checkk,1,Pure Typo Candidate,check
arevoid,1,Pure Typo Candidate,reavoid
qthe,1,Pure Typo Candidate,the
fruitrow,1,Pure Typo Candidate,fruitgrower
foodrow,1,Pure Typo Candidate,woodrow
subtractions,1,Pure Typo Candidate,subtraction
minusing,1,Pure Typo Candidate,musing
sombody,1,Pure Typo Candidate,somebody
onditional,1,Pure Typo Candidate,conditional
drdepartment,1,Pure Typo Candidate,department
pragrapg,1,Pure Typo Candidate,paragraph
constitutes,1,Pure Typo Candidate,constitute
dedect,1,Pure Typo Candidate,detect
laboris,1,Pure Typo Candidate,laborist
commodo,2,Pure Typo Candidate,commodore
consequat,3,Pure Typo Candidate,consequent
duis,1,Pure Typo Candidate,dis
cillum,1,Pure Typo Candidate,chillum
pariatur,3,Pure Typo Candidate,partitura
excepteur,1,Pure Typo Candidate,excreter
proident,1,Pure Typo Candidate,provident
baltimore,1,Pure Typo Candidate,baltimorite
writers,1,Pure Typo Candidate,writer
alengthi,1,Pure Typo Candidate,length
chargem,1,Pure Typo Candidate,charge
qcharget,1,Pure Typo Candidate,charge
ychargex,1,Pure Typo Candidate,charge
plotxy,1,Pure Typo Candidate,plotty
mapa,1,Pure Typo Candidate,mapau
lunching,1,Pure Typo Candidate,unaching
outf,1,Pure Typo Candidate,out
programmersits,2,Pure Typo Candidate,programmer
componet,1,Pure Typo Candidate,component
brid,1,Pure Typo Candidate,bride
calendarget,1,Pure Typo Candidate,calendarer
apologizes,1,Pure Typo Candidate,apologize
assingment,1,Pure Typo Candidate,assignment
expon,2,Pure Typo Candidate,expone
aalink,1,Pure Typo Candidate,Jaalin
aexpon,1,Pure Typo Candidate,expone
pexpon,1,Pure Typo Candidate,expone
plink,1,Pure Typo Candidate,pink
studentvm,4,Pure Typo Candidate,student
lahore,2,Pure Typo Candidate,ashore
objaddress,1,Pure Typo Candidate,address
releasedi,1,Pure Typo Candidate,release
minthank,1,Pure Typo Candidate,Sminthian
printexit,1,Pure Typo Candidate,spintext
ismark,1,Pure Typo Candidate,dismark
isaverage,1,Pure Typo Candidate,average
guessword,2,Pure Typo Candidate,guesswork
ifag,1,Pure Typo Candidate,fag
ifam,1,Pure Typo Candidate,fam
ifao,1,Pure Typo Candidate,iao
ifar,1,Pure Typo Candidate,far
resourceh,2,Pure Typo Candidate,resource
thislabel,3,Pure Typo Candidate,mislabel
occurnce,1,Pure Typo Candidate,occurrence
jhone,1,Pure Typo Candidate,hone
replaceing,1,Pure Typo Candidate,replace
raplace,1,Pure Typo Candidate,replace
witha,1,Pure Typo Candidate,withal
informix,4,Pure Typo Candidate,inform
attemp,1,Pure Typo Candidate,attempt
resultdie,1,Pure Typo Candidate,resultive
sonow,1,Pure Typo Candidate,snow
seeman,1,Pure Typo Candidate,seedman
toptop,1,Pure Typo Candidate,tiptop
printlng,1,Pure Typo Candidate,printing
elaborating,1,Pure Typo Candidate,elaboration
navigationh,1,Pure Typo Candidate,navigation
nadvertise,1,Pure Typo Candidate,advertise
rospublisher,1,Pure Typo Candidate,republisher
rossubscriber,1,Pure Typo Candidate,resubscriber
rostimer,3,Pure Typo Candidate,rosetime
linearx,3,Pure Typo Candidate,linear
lineary,3,Pure Typo Candidate,linearly
linearz,3,Pure Typo Candidate,linear
angularx,3,Pure Typo Candidate,angular
angulary,3,Pure Typo Candidate,angularly
angularz,3,Pure Typo Candidate,angular
numscramble,1,Pure Typo Candidate,unscramble
turtleboth,1,Pure Typo Candidate,turtlet
turtlebot,3,Pure Typo Candidate,turtlet
addsubbranch,1,Pure Typo Candidate,subbranch
fewest,1,Pure Typo Candidate,bewest
codelink,1,Pure Typo Candidate,coelin
ueid,3,Pure Typo Candidate,ureid
depertment,1,Pure Typo Candidate,deportment
cinnm,1,Pure Typo Candidate,chinnam
ifcompleted,1,Pure Typo Candidate,incompleted
kloop,1,Pure Typo Candidate,loop
loopk,2,Pure Typo Candidate,loop
otherwisethe,1,Pure Typo Candidate,otherwise
pada,2,Pure Typo Candidate,panda
onresponse,1,Pure Typo Candidate,response
discharged,1,Pure Typo Candidate,discharge
noned,2,Pure Typo Candidate,none
pepe,1,Pure Typo Candidate,pep
pipo,1,Pure Typo Candidate,pip
firstint,1,Pure Typo Candidate,firstling
nexta,1,Pure Typo Candidate,next
nextint,1,Pure Typo Candidate,unextinct
firste,2,Pure Typo Candidate,first
fabfile,1,Pure Typo Candidate,fable
minit,1,Pure Typo Candidate,mint
leadsi,1,Pure Typo Candidate,leadin
ipint,1,Pure Typo Candidate,pint
opint,1,Pure Typo Candidate,pint
subt,2,Pure Typo Candidate,sub
subl,2,Pure Typo Candidate,sub
ajay,1,Pure Typo Candidate,jay
odruse,2,Pure Typo Candidate,druse
reactscript,1,Pure Typo Candidate,rescript
embled,1,Pure Typo Candidate,embed
privious,1,Pure Typo Candidate,previous
reconganize,1,Pure Typo Candidate,recognize
lchange,1,Pure Typo Candidate,change
herbla,1,Pure Typo Candidate,herbal
hersending,1,Pure Typo Candidate,sending
poisson,1,Pure Typo Candidate,poison
populat,1,Pure Typo Candidate,populate
versatilepb,1,Pure Typo Candidate,versatile
assiging,1,Pure Typo Candidate,assign
dflex,1,Pure Typo Candidate,deflex
testbest,2,Pure Typo Candidate,testes
eraseint,2,Pure Typo Candidate,cerasein
countint,2,Pure Typo Candidate,counting
logouts,1,Pure Typo Candidate,logos
couta,3,Pure Typo Candidate,coquita
technik,1,Pure Typo Candidate,technic
deko,1,Pure Typo Candidate,dekko
selectvalue,1,Pure Typo Candidate,selectable
alertbitte,1,Pure Typo Candidate,albertite
classless,2,Pure Typo Candidate,glassless
christmastide,1,Pure Typo Candidate,Christmastide
bogstandard,1,Pure Typo Candidate,standard
openqactor,2,Pure Typo Candidate,coenactor
drivernavigate,1,Pure Typo Candidate,renavigate
bfunction,1,Pure Typo Candidate,function
pintroduce,1,Pure Typo Candidate,introduce
rmname,1,Pure Typo Candidate,rename
imageie,1,Pure Typo Candidate,imagine
scouce,1,Pure Typo Candidate,source
babies,1,Pure Typo Candidate,rabies
observes,1,Pure Typo Candidate,observe
pattered,1,Pure Typo Candidate,patterned
shello,1,Pure Typo Candidate,shell
nvirginia,2,Pure Typo Candidate,viraginian
metricslist,2,Pure Typo Candidate,metricist
besucher,2,Pure Typo Candidate,becher
sehr,1,Pure Typo Candidate,ser
inaktive,1,Pure Typo Candidate,innative
besuchern,1,Pure Typo Candidate,bechern
maus,2,Pure Typo Candidate,manus
bewegt,1,Pure Typo Candidate,bewet
geht,2,Pure Typo Candidate,get
halbe,1,Pure Typo Candidate,hale
seite,1,Pure Typo Candidate,site
gescrollt,1,Pure Typo Candidate,enscroll
oben,1,Pure Typo Candidate,obe
scrollt,1,Pure Typo Candidate,scroll
gibt,1,Pure Typo Candidate,git
bereit,1,Pure Typo Candidate,beret
dars,1,Pure Typo Candidate,darts
lastoftype,2,Pure Typo Candidate,plastotype
botstrap,1,Pure Typo Candidate,bootstrap
floatnone,1,Pure Typo Candidate,floatstone
jstree,3,Pure Typo Candidate,stree
androidxi,1,Pure Typo Candidate,android
jsalert,1,Pure Typo Candidate,alert
venn,3,Pure Typo Candidate,venin
functionlist,2,Pure Typo Candidate,functionalist
heppend,1,Pure Typo Candidate,heppen
deobfuscate,3,Pure Typo Candidate,obfuscate
markeri,2,Pure Typo Candidate,marker
softened,1,Pure Typo Candidate,unsoftened
finputs,1,Pure Typo Candidate,input
finput,3,Pure Typo Candidate,input
factions,1,Pure Typo Candidate,faction
fastes,1,Pure Typo Candidate,fastness
emailadress,1,Pure Typo Candidate,maladdress
notches,1,Pure Typo Candidate,notcher
corect,1,Pure Typo Candidate,correct
presense,1,Pure Typo Candidate,pretense
arranges,1,Pure Typo Candidate,arrange
coinsm,1,Pure Typo Candidate,comism
modalm,1,Pure Typo Candidate,modal
kelsey,1,Pure Typo Candidate,kersey
leats,1,Pure Typo Candidate,leat
hlen,1,Pure Typo Candidate,hen
calcs,1,Pure Typo Candidate,chalcus
catalogw,1,Pure Typo Candidate,catalowne
rmethod,1,Pure Typo Candidate,method
deleclass,1,Pure Typo Candidate,declass
resetted,1,Pure Typo Candidate,rosetted
doestnot,1,Pure Typo Candidate,doesnt
extarcted,1,Pure Typo Candidate,extracted
masklength,2,Pure Typo Candidate,asklent
abonnement,1,Pure Typo Candidate,atonement
daysubstr,1,Pure Typo Candidate,daubster
spacemb,2,Pure Typo Candidate,space
lectura,1,Pure Typo Candidate,lecture
lineas,1,Pure Typo Candidate,linea
floatdato,1,Pure Typo Candidate,floatation
medialista,2,Pure Typo Candidate,medalist
nodeid,3,Pure Typo Candidate,noded
tjoinside,2,Pure Typo Candidate,townside
maxrecursion,1,Pure Typo Candidate,recursion
installments,2,Pure Typo Candidate,installment
vetri,1,Pure Typo Candidate,veri
sabarish,1,Pure Typo Candidate,barish
spicified,1,Pure Typo Candidate,princified
variablesa,1,Pure Typo Candidate,variable
kalman,1,Pure Typo Candidate,kalian
measurment,2,Pure Typo Candidate,measurement
accelration,1,Pure Typo Candidate,acceleration
bgblue,1,Pure Typo Candidate,beglue
octaves,1,Pure Typo Candidate,octave
regulary,1,Pure Typo Candidate,regularly
capitalise,1,Pure Typo Candidate,capitalize
passports,1,Pure Typo Candidate,passport
stitle,1,Pure Typo Candidate,title
documentacin,2,Pure Typo Candidate,documentation
proveedor,1,Pure Typo Candidate,provedor
descuento,4,Pure Typo Candidate,descent
correlativo,3,Pure Typo Candidate,correlative
sexo,4,Pure Typo Candidate,sexto
acceso,2,Pure Typo Candidate,accensor
anular,1,Pure Typo Candidate,ranular
categora,3,Pure Typo Candidate,categorial
apellidos,4,Pure Typo Candidate,apellous
documento,2,Pure Typo Candidate,document
iserie,4,Pure Typo Candidate,iserite
icorrelativo,4,Pure Typo Candidate,correlative
iestado,4,Pure Typo Candidate,estado
sumd,4,Pure Typo Candidate,sum
presentacin,3,Pure Typo Candidate,presentation
artculos,2,Pure Typo Candidate,articulus
pnombre,2,Pure Typo Candidate,pombe
detalles,2,Pure Typo Candidate,talles
ingresos,2,Pure Typo Candidate,ingress
detalle,2,Pure Typo Candidate,dentale
articulod,1,Pure Typo Candidate,articled
dicho,1,Pure Typo Candidate,icho
equivocado,1,Pure Typo Candidate,equivocator
cerca,1,Pure Typo Candidate,cercal
firedone,1,Pure Typo Candidate,foredone
cointains,1,Pure Typo Candidate,contain
cloneable,3,Pure Typo Candidate,congeable
mportant,1,Pure Typo Candidate,important
appmaking,1,Pure Typo Candidate,capmaking
aradmin,4,Pure Typo Candidate,aramina
clstatus,2,Pure Typo Candidate,status
referencec,2,Pure Typo Candidate,reference
firstit,1,Pure Typo Candidate,first
iinclude,1,Pure Typo Candidate,include
findidng,1,Pure Typo Candidate,finding
quesion,2,Pure Typo Candidate,question
rajesh,4,Pure Typo Candidate,Rajesh
leonards,1,Pure Typo Candidate,lenard
infinitum,1,Pure Typo Candidate,infinitude
pretests,1,Pure Typo Candidate,pretest
nscint,1,Pure Typo Candidate,nescient
remn,1,Pure Typo Candidate,reman
ifin,1,Pure Typo Candidate,fin
waiters,1,Pure Typo Candidate,waiter
stepill,1,Pure Typo Candidate,still
returnvalue,1,Pure Typo Candidate,returnable
desginated,1,Pure Typo Candidate,destinate
valdation,2,Pure Typo Candidate,validation
approate,1,Pure Typo Candidate,approbate
nodemeaning,1,Pure Typo Candidate,undermeaning
trainingso,1,Pure Typo Candidate,training
oversaturated,1,Pure Typo Candidate,oversaturate
xdriver,1,Pure Typo Candidate,driver
uoriginal,2,Pure Typo Candidate,unoriginal
magige,1,Pure Typo Candidate,maigre
postsearch,1,Pure Typo Candidate,outsearch
ipnodepartment,1,Pure Typo Candidate,department
departmentcvts,1,Pure Typo Candidate,department
commasand,1,Pure Typo Candidate,command
cpecify,1,Pure Typo Candidate,specify
printbefore,1,Pure Typo Candidate,pinbefore
freetokens,1,Pure Typo Candidate,foretoken
solutionc,2,Pure Typo Candidate,solution
clciking,1,Pure Typo Candidate,clinking
reasing,1,Pure Typo Candidate,creasing
datayx,1,Pure Typo Candidate,datary
ddepartments,1,Pure Typo Candidate,department
whenn,1,Pure Typo Candidate,when
medicines,2,Pure Typo Candidate,medicine
imagemy,1,Pure Typo Candidate,imagery
alertq,1,Pure Typo Candidate,alert
alertp,1,Pure Typo Candidate,alert
knuth,4,Pure Typo Candidate,knut
cweb,2,Pure Typo Candidate,web
mems,4,Pure Typo Candidate,mem
expended,1,Pure Typo Candidate,unexpended
ctangle,1,Pure Typo Candidate,octangle
critiqued,1,Pure Typo Candidate,critique
prin,1,Pure Typo Candidate,prion
phased,1,Pure Typo Candidate,phase
couthello,1,Pure Typo Candidate,coutelle
coutnumber,1,Pure Typo Candidate,outnumber
interpeter,1,Pure Typo Candidate,interpreter
coursor,1,Pure Typo Candidate,cursor
toastr,1,Pure Typo Candidate,toaster
includet,1,Pure Typo Candidate,include
spinfalse,1,Pure Typo Candidate,spinalis
sublimerepl,1,Pure Typo Candidate,sublimer
hortanworks,1,Pure Typo Candidate,tanworks
arrname,3,Pure Typo Candidate,arrame
arrsubject,1,Pure Typo Candidate,resubject
budgets,3,Pure Typo Candidate,budget
eficiency,1,Pure Typo Candidate,efficiency
jist,1,Pure Typo Candidate,joist
authotized,1,Pure Typo Candidate,authorized
hreaf,1,Pure Typo Candidate,heaf
hrefvrable,1,Pure Typo Candidate,reverable
furture,1,Pure Typo Candidate,future
forecasts,1,Pure Typo Candidate,forecast
bresolvers,1,Pure Typo Candidate,resolver
stuido,1,Pure Typo Candidate,stupid
ifinserted,1,Pure Typo Candidate,inserted
jsonsuccess,1,Pure Typo Candidate,nonsuccess
teln,3,Pure Typo Candidate,telyn
operationtim,3,Pure Typo Candidate,operationism
pwcheck,1,Pure Typo Candidate,check
deve,2,Pure Typo Candidate,delve
abia,4,Pure Typo Candidate,labia
facegroups,1,Pure Typo Candidate,acerous
bigges,1,Pure Typo Candidate,biggest
implementors,1,Pure Typo Candidate,implement
iworker,4,Pure Typo Candidate,worker
wcreate,1,Pure Typo Candidate,create
equivelence,1,Pure Typo Candidate,equivalence
shoves,1,Pure Typo Candidate,shove
cris,1,Pure Typo Candidate,criss
joel,1,Pure Typo Candidate,jowel
kris,1,Pure Typo Candidate,kreis
lakes,2,Pure Typo Candidate,lake
ptype,2,Pure Typo Candidate,type
exhibits,1,Pure Typo Candidate,exhibit
parquets,1,Pure Typo Candidate,parquet
tablenj,4,Pure Typo Candidate,table
resultj,1,Pure Typo Candidate,result
srid,2,Pure Typo Candidate,strid
arrpos,3,Pure Typo Candidate,carpos
infrmation,1,Pure Typo Candidate,information
partioning,3,Pure Typo Candidate,partitioning
whaat,1,Pure Typo Candidate,what
bucketting,1,Pure Typo Candidate,bucketing
afrib,1,Pure Typo Candidate,frib
amharic,1,Pure Typo Candidate,Saharic
forw,1,Pure Typo Candidate,fow
foro,1,Pure Typo Candidate,forgo
colorstring,1,Pure Typo Candidate,coloring
abnormalities,1,Pure Typo Candidate,abnormalize
yusd,1,Pure Typo Candidate,yus
textprices,1,Pure Typo Candidate,tectrices
attendancebut,1,Pure Typo Candidate,attendance
agter,1,Pure Typo Candidate,ager
inteval,1,Pure Typo Candidate,interval
thetime,1,Pure Typo Candidate,othertime
roommates,2,Pure Typo Candidate,roommate
createlist,1,Pure Typo Candidate,crewelist
saison,1,Pure Typo Candidate,simson
agence,4,Pure Typo Candidate,tangence
pelerins,2,Pure Typo Candidate,pelerine
icounter,1,Pure Typo Candidate,counter
dtime,3,Pure Typo Candidate,time
dyus,2,Pure Typo Candidate,yus
xcounter,1,Pure Typo Candidate,counter
bluered,1,Pure Typo Candidate,blurred
knearest,1,Pure Typo Candidate,nearest
rangefor,1,Pure Typo Candidate,ranger
knowi,2,Pure Typo Candidate,know
bitso,1,Pure Typo Candidate,bito
pinyin,4,Pure Typo Candidate,pinyon
zhen,2,Pure Typo Candidate,hen
liparent,1,Pure Typo Candidate,parent
imake,1,Pure Typo Candidate,make
icapitalize,1,Pure Typo Candidate,capitalize
scapitalize,1,Pure Typo Candidate,capitalize
strech,1,Pure Typo Candidate,stretch
indepent,1,Pure Typo Candidate,indecent
workingsee,1,Pure Typo Candidate,working
customerh,1,Pure Typo Candidate,customer
siemens,2,Pure Typo Candidate,semen
preprared,1,Pure Typo Candidate,prepared
ecplise,1,Pure Typo Candidate,eclipse
serde,1,Pure Typo Candidate,sere
uncache,1,Pure Typo Candidate,uncoached
unarchive,1,Pure Typo Candidate,archive
compactions,1,Pure Typo Candidate,compaction
inpath,1,Pure Typo Candidate,inapathy
sychronously,1,Pure Typo Candidate,synchronously
exceutes,1,Pure Typo Candidate,excretes
scaning,1,Pure Typo Candidate,scanning
mustach,1,Pure Typo Candidate,mustache
influencial,1,Pure Typo Candidate,influential
hoogle,1,Pure Typo Candidate,ooglea
replacemens,1,Pure Typo Candidate,replacement
proponents,1,Pure Typo Candidate,proponent
protolude,3,Pure Typo Candidate,protrude
virtues,1,Pure Typo Candidate,virtue
intero,1,Pure Typo Candidate,inter
openlayers,1,Pure Typo Candidate,ropelayer
olstyle,1,Pure Typo Candidate,polystyle
dicitonary,1,Pure Typo Candidate,dictionary
peocess,1,Pure Typo Candidate,process
alais,1,Pure Typo Candidate,calais
binno,4,Pure Typo Candidate,bino
dulpicate,1,Pure Typo Candidate,duplicate
ajaxscript,1,Pure Typo Candidate,ascript
volts,4,Pure Typo Candidate,volt
accpet,1,Pure Typo Candidate,accept
conformations,1,Pure Typo Candidate,conformation
whilep,2,Pure Typo Candidate,while
mindict,1,Pure Typo Candidate,indict
groupin,1,Pure Typo Candidate,grouping
mgroup,1,Pure Typo Candidate,group
safetys,1,Pure Typo Candidate,safety
variabls,1,Pure Typo Candidate,variably
kolaps,1,Pure Typo Candidate,koklas
myaddress,1,Pure Typo Candidate,address
elementes,1,Pure Typo Candidate,element
saomething,1,Pure Typo Candidate,something
concursor,2,Pure Typo Candidate,concurso
respectivaly,1,Pure Typo Candidate,respectively
